Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
04.03.21;19:42:09;1;0;0.0929;0.0073;0.0298;0.0758;0.3055;0.0191;0.0909;0.2493;0.696;0.000;0.672;0.696;
04.03.21;19:43:57;2;0;0.0973;0.0919;0.0870;0.0733;0.3182;0.3021;0.2761;0.2654;0.694;0.696;0.685;0.724;
